"date","coin_name","market_cap","market_share_percent"
2018-01-18,Dogecoin,899102528,0.30
2018-01-18,Ethereum,100588314624,34.00
2018-01-19,Binance Coin,1479328512,0.50
2018-01-19,Bitcoin,195158835200,65.40
2018-01-19,Dogecoin,888117568,0.30
2018-01-19,Ethereum,100883464192,33.81
2018-01-20,Binance Coin,1603066368,0.48
2018-01-20,Bitcoin,216907612160,65.40
2018-01-20,Dogecoin,953343872,0.29
2018-01-20,Ethereum,112174465024,33.82
2018-01-21,Binance Coin,1392958720,0.47
2018-01-21,Bitcoin,195089465344,65.20
2018-01-21,Dogecoin,804877184,0.27
2018-01-21,Ethereum,101943721984,34.07
2018-01-22,Binance Coin,1288627584,0.45
2018-01-22,Bitcoin,183866425344,64.88
2018-01-22,Dogecoin,760096000,0.27
2018-01-22,Ethereum,97465688064,34.39
2018-01-23,Binance Coin,1296439808,0.46
2018-01-23,Bitcoin,182830252032,65.13
2018-01-23,Dogecoin,753393600,0.27
2018-01-23,Ethereum,95831359488,34.14
2018-01-24,Binance Coin,1349432064,0.46
2018-01-24,Bitcoin,191115231232,64.53
2018-01-24,Dogecoin,799755520,0.27
2018-01-24,Ethereum,102902841344,34.74
2018-01-25,Binance Coin,1309796736,0.45
2018-01-25,Bitcoin,189455302656,64.38
2018-01-25,Dogecoin,865745152,0.29
2018-01-25,Ethereum,102657056768,34.88
2018-01-26,Binance Coin,1308786816,0.45
2018-01-26,Bitcoin,187995799552,64.22
2018-01-26,Dogecoin,817296640,0.28
2018-01-26,Ethereum,102595010560,35.05
2018-01-27,Binance Coin,1312232576,0.43
2018-01-27,Bitcoin,192550551552,63.68
2018-01-27,Dogecoin,832760576,0.28
2018-01-27,Ethereum,107663908864,35.61
2018-01-28,Binance Coin,1340669312,0.42
2018-01-28,Bitcoin,198389940224,61.65
2018-01-28,Dogecoin,843238016,0.26
2018-01-28,Ethereum,121201614848,37.67
2018-01-29,Binance Coin,1263864192,0.41
2018-01-29,Bitcoin,190164451328,61.89
2018-01-29,Dogecoin,787122880,0.26
2018-01-29,Ethereum,115034587136,37.44
2018-01-30,Binance Coin,1113976832,0.40
2018-01-30,Bitcoin,170151559168,61.61
2018-01-30,Dogecoin,680637248,0.25
2018-01-30,Ethereum,104234483712,37.74
2018-01-31,Binance Coin,1103511040,0.39
2018-01-31,Bitcoin,172099567616,60.87
2018-01-31,Dogecoin,679199168,0.24
2018-01-31,Ethereum,108848635904,38.50
2018-02-01,Binance Coin,942201408,0.37
2018-02-01,Bitcoin,154428571648,60.12
2018-02-01,Dogecoin,568402432,0.22
2018-02-01,Ethereum,100935352320,39.29
2018-02-02,Binance Coin,955711872,0.40
2018-02-02,Bitcoin,148725284864,62.13
2018-02-02,Dogecoin,505797152,0.21
2018-02-02,Ethereum,89173958656,37.26
2018-02-03,Binance Coin,965354816,0.39
2018-02-03,Bitcoin,154539999232,61.82
2018-02-03,Dogecoin,583800000,0.23
2018-02-03,Ethereum,93890297856,37.56
2018-02-04,Binance Coin,837523776,0.38
2018-02-04,Bitcoin,139433689088,62.79
2018-02-04,Dogecoin,497364800,0.22
2018-02-04,Ethereum,81310523392,36.61
2018-02-05,Binance Coin,663891840,0.36
2018-02-05,Bitcoin,117184389120,62.92
2018-02-05,Dogecoin,399524320,0.21
2018-02-05,Ethereum,68005285888,36.51
2018-02-06,Binance Coin,820712192,0.39
2018-02-06,Bitcoin,130658091008,62.44
2018-02-06,Dogecoin,493153312,0.24
2018-02-06,Ethereum,77294510080,36.94
2018-02-07,Binance Coin,801519296,0.39
2018-02-07,Bitcoin,128435003392,63.11
2018-02-07,Dogecoin,486004800,0.24
2018-02-07,Ethereum,73796288512,36.26
2018-02-08,Binance Coin,851074816,0.39
2018-02-08,Bitcoin,139306696704,63.20
2018-02-08,Dogecoin,516515296,0.23
2018-02-08,Ethereum,79733612544,36.18
2018-02-09,Binance Coin,963451776,0.41
2018-02-09,Bitcoin,147266060288,62.67
2018-02-09,Dogecoin,565681600,0.24
2018-02-09,Ethereum,86191923200,36.68
2018-02-10,Binance Coin,916470592,0.40
2018-02-10,Bitcoin,145341841408,62.99
2018-02-10,Dogecoin,564542272,0.24
2018-02-10,Ethereum,83922993152,36.37
2018-02-11,Binance Coin,861907968,0.40
2018-02-11,Bitcoin,137064587264,62.88
2018-02-11,Dogecoin,560868416,0.26
2018-02-11,Ethereum,79476514816,36.46
2018-02-12,Binance Coin,923055040,0.39
2018-02-12,Bitcoin,150513123328,63.56
2018-02-12,Dogecoin,619304768,0.26
2018-02-12,Ethereum,84767039488,35.79
2018-02-13,Binance Coin,889817024,0.39
2018-02-13,Bitcoin,144995991552,63.31
2018-02-13,Dogecoin,638124032,0.28
2018-02-13,Ethereum,82496192512,36.02
2018-02-14,Binance Coin,1029804992,0.41
2018-02-14,Bitcoin,160131563520,63.52
2018-02-14,Dogecoin,761914112,0.30
2018-02-14,Ethereum,90157006848,35.77
2018-02-15,Binance Coin,1082331904,0.41
2018-02-15,Bitcoin,171477811200,64.74
2018-02-15,Dogecoin,831793408,0.31
2018-02-15,Ethereum,91485863936,34.54
2018-02-16,Binance Coin,1109115264,0.42
2018-02-16,Bitcoin,172637061120,64.72
2018-02-16,Dogecoin,796386624,0.30
2018-02-16,Ethereum,92211437568,34.57
2018-02-17,Binance Coin,1157404288,0.41
2018-02-17,Bitcoin,187482079232,65.88
2018-02-17,Dogecoin,798267136,0.28
2018-02-17,Ethereum,95151955968,33.43
2018-02-18,Binance Coin,1059687424,0.39
2018-02-18,Bitcoin,178040651776,65.92
2018-02-18,Dogecoin,727588672,0.27
2018-02-18,Ethereum,90267803648,33.42
2018-02-19,Binance Coin,1096649344,0.39
2018-02-19,Bitcoin,189426794496,66.81
2018-02-19,Dogecoin,758506752,0.27
2018-02-19,Ethereum,92235644928,32.53
2018-02-20,Binance Coin,980685184,0.35
2018-02-20,Bitcoin,192457818112,68.31
2018-02-20,Dogecoin,803659968,0.29
2018-02-20,Ethereum,87514996736,31.06
2018-02-21,Binance Coin,928829568,0.35
2018-02-21,Bitcoin,180442464256,68.04
2018-02-21,Dogecoin,745581440,0.28
2018-02-21,Ethereum,83095085056,31.33
2018-02-22,Binance Coin,881623616,0.35
2018-02-22,Bitcoin,168892268544,67.57
2018-02-22,Dogecoin,709168576,0.28
2018-02-22,Ethereum,79482142720,31.80
2018-02-23,Binance Coin,959654592,0.37
2018-02-23,Bitcoin,173909344256,66.85
2018-02-23,Dogecoin,753353088,0.29
2018-02-23,Ethereum,84520566784,32.49
2018-02-24,Binance Coin,905177088,0.36
2018-02-24,Bitcoin,165687803904,66.40
2018-02-24,Dogecoin,716769728,0.29
2018-02-24,Ethereum,82222374912,32.95
2018-02-25,Binance Coin,925444224,0.37
2018-02-25,Bitcoin,163204055040,65.94
2018-02-25,Dogecoin,696235008,0.28
2018-02-25,Ethereum,82659606528,33.40
2018-02-26,Binance Coin,980468288,0.37
2018-02-26,Bitcoin,175076065280,66.86
2018-02-26,Dogecoin,718603136,0.27
2018-02-26,Ethereum,85074976768,32.49
2018-02-27,Binance Coin,1055479360,0.39
2018-02-27,Bitcoin,181158871040,67.37
2018-02-27,Dogecoin,713270336,0.27
2018-02-27,Ethereum,85968789504,31.97
2018-02-28,Binance Coin,1033527936,0.40
2018-02-28,Bitcoin,175644311552,67.27
2018-02-28,Dogecoin,682419968,0.26
2018-02-28,Ethereum,83728564224,32.07
2018-03-01,Binance Coin,1040607424,0.38
2018-03-01,Bitcoin,185009750016,67.98
2018-03-01,Dogecoin,704812288,0.26
2018-03-01,Ethereum,85410824192,31.38
2018-03-02,Binance Coin,1012398336,0.37
2018-03-02,Bitcoin,187318992896,68.65
2018-03-02,Dogecoin,621726592,0.23
2018-03-02,Ethereum,83925688320,30.76
2018-03-03,Binance Coin,1011715136,0.36
2018-03-03,Bitcoin,194159116288,69.40
2018-03-03,Dogecoin,601285952,0.21
2018-03-03,Ethereum,83979649024,30.02
2018-03-04,Binance Coin,1024606784,0.36
2018-03-04,Bitcoin,194567389184,69.21
2018-03-04,Dogecoin,624158976,0.22
2018-03-04,Ethereum,84923244544,30.21
2018-03-05,Binance Coin,1001081024,0.36
2018-03-05,Bitcoin,195614801920,69.64
2018-03-05,Dogecoin,591986368,0.21
2018-03-05,Ethereum,83667345408,29.79
2018-03-06,Binance Coin,929185024,0.35
2018-03-06,Bitcoin,182225321984,69.09
2018-03-06,Dogecoin,523141568,0.20
2018-03-06,Ethereum,80083927040,30.36
2018-03-07,Binance Coin,894579584,0.37
2018-03-07,Bitcoin,168479670272,69.15
2018-03-07,Dogecoin,456705760,0.19
2018-03-07,Ethereum,73813917696,30.30
2018-03-08,Binance Coin,822849920,0.36
2018-03-08,Bitcoin,158852235264,69.30
2018-03-08,Dogecoin,456837504,0.20
2018-03-08,Ethereum,69098848256,30.14
2018-03-09,Binance Coin,823110336,0.36
2018-03-09,Bitcoin,157898211328,68.45
2018-03-09,Dogecoin,470609056,0.20
2018-03-09,Ethereum,71498735616,30.99
2018-03-10,Binance Coin,759601728,0.35
2018-03-10,Bitcoin,149939798016,68.61
2018-03-10,Dogecoin,451032448,0.21
2018-03-10,Ethereum,67390488576,30.84
2018-03-11,Binance Coin,819081408,0.35
2018-03-11,Bitcoin,162009710592,69.15
2018-03-11,Dogecoin,477971392,0.20
2018-03-11,Ethereum,70981345280,30.30
2018-03-12,Binance Coin,796000256,0.35
2018-03-12,Bitcoin,155710930944,69.00
2018-03-12,Dogecoin,457816704,0.20
2018-03-12,Ethereum,68688764928,30.44
2018-03-13,Binance Coin,1001546432,0.45
2018-03-13,Bitcoin,155555594240,69.19
2018-03-13,Dogecoin,449768160,0.20
2018-03-13,Ethereum,67819094016,30.17
2018-03-14,Binance Coin,887087232,0.44
2018-03-14,Bitcoin,139920850944,69.43
2018-03-14,Dogecoin,400229184,0.20
2018-03-14,Ethereum,60318023680,29.93
2018-03-15,Binance Coin,900936320,0.45
2018-03-15,Bitcoin,140460818432,69.60
2018-03-15,Dogecoin,401676608,0.20
2018-03-15,Ethereum,60037234688,29.75
2018-03-16,Binance Coin,902148224,0.45
2018-03-16,Bitcoin,141111771136,70.03
2018-03-16,Dogecoin,398839488,0.20
2018-03-16,Ethereum,59103031296,29.33
2018-03-17,Binance Coin,889912064,0.47
2018-03-17,Bitcoin,133993488384,70.68
2018-03-17,Dogecoin,374824960,0.20
2018-03-17,Ethereum,54312034304,28.65
2018-03-18,Binance Coin,886358464,0.46
2018-03-18,Bitcoin,139201708032,71.98
2018-03-18,Dogecoin,362543840,0.19
2018-03-18,Ethereum,52934184960,27.37
2018-03-19,Binance Coin,890407168,0.44
2018-03-19,Bitcoin,146107514880,72.29
2018-03-19,Dogecoin,390980320,0.19
2018-03-19,Ethereum,54722473984,27.08
2018-03-20,Binance Coin,907060352,0.44
2018-03-20,Bitcoin,150909501440,72.90
2018-03-20,Dogecoin,414990080,0.20
2018-03-20,Ethereum,54777982976,26.46
2018-03-21,Binance Coin,988357760,0.48
2018-03-21,Bitcoin,151193911296,72.75
2018-03-21,Dogecoin,415921728,0.20
2018-03-21,Ethereum,55237390336,26.58
2018-03-22,Binance Coin,996704640,0.49
2018-03-22,Bitcoin,147809222656,73.07
2018-03-22,Dogecoin,401139200,0.20
2018-03-22,Ethereum,53082148864,26.24
2018-03-23,Binance Coin,1162186752,0.57
2018-03-23,Bitcoin,150383575040,73.35
2018-03-23,Dogecoin,404772672,0.20
2018-03-23,Ethereum,53084905472,25.89
2018-03-24,Binance Coin,1296004096,0.65
2018-03-24,Bitcoin,146818875392,73.29
2018-03-24,Dogecoin,408301792,0.20
2018-03-24,Ethereum,51799121920,25.86
2018-03-25,Binance Coin,1265705856,0.64
2018-03-25,Bitcoin,143914270720,72.99
2018-03-25,Dogecoin,398679328,0.20
2018-03-25,Ethereum,51598049280,26.17
2018-03-26,Binance Coin,1194247424,0.63
2018-03-26,Bitcoin,139078205440,73.63
2018-03-26,Dogecoin,374176864,0.20
2018-03-26,Ethereum,48228843520,25.53
2018-03-27,Binance Coin,1139482880,0.64
2018-03-27,Bitcoin,132717051904,74.34
2018-03-27,Dogecoin,357785696,0.20
2018-03-27,Ethereum,44316774400,24.82
2018-03-28,Binance Coin,1152562560,0.64
2018-03-28,Bitcoin,134788268032,74.78
2018-03-28,Dogecoin,357344352,0.20
2018-03-28,Ethereum,43948072960,24.38
2018-03-29,Binance Coin,1009556672,0.63
2018-03-29,Bitcoin,121436045312,75.53
2018-03-29,Dogecoin,321655136,0.20
2018-03-29,Ethereum,38016729088,23.64
2018-03-30,Binance Coin,1024834496,0.65
2018-03-30,Bitcoin,116786561024,74.38
2018-03-30,Dogecoin,314463232,0.20
2018-03-30,Ethereum,38879465472,24.76
2018-03-31,Binance Coin,1094688896,0.69
2018-03-31,Bitcoin,118204645376,74.49
2018-03-31,Dogecoin,320911104,0.20
2018-03-31,Ethereum,39066083328,24.62
2018-04-01,Binance Coin,1286574208,0.83
2018-04-01,Bitcoin,116026810368,74.84
2018-04-01,Dogecoin,309485888,0.20
2018-04-01,Ethereum,37413408768,24.13
2018-04-02,Binance Coin,1467302784,0.92
2018-04-02,Bitcoin,120101928960,75.07
2018-04-02,Dogecoin,318465568,0.20
2018-04-02,Ethereum,38093279232,23.81
2018-04-03,Binance Coin,1553336448,0.92
2018-04-03,Bitcoin,126429249536,74.62
2018-04-03,Dogecoin,339266304,0.20
2018-04-03,Ethereum,41105281024,24.26
2018-04-04,Binance Coin,1417275520,0.91
2018-04-04,Bitcoin,116229554176,74.75
2018-04-04,Dogecoin,315475264,0.20
2018-04-04,Ethereum,37528932352,24.14
2018-04-05,Binance Coin,1447875456,0.93
2018-04-05,Bitcoin,115524403200,74.49
2018-04-05,Dogecoin,309054912,0.20
2018-04-05,Ethereum,37802008576,24.38
2018-04-06,Binance Coin,1425181184,0.94
2018-04-06,Bitcoin,112565174272,74.63
2018-04-06,Dogecoin,304130880,0.20
2018-04-06,Ethereum,36532477952,24.22
2018-04-07,Binance Coin,1448119680,0.92
2018-04-07,Bitcoin,117241372672,74.66
2018-04-07,Dogecoin,319168896,0.20
2018-04-07,Ethereum,38023057408,24.21
2018-04-08,Binance Coin,1408811648,0.88
2018-04-08,Bitcoin,119162880000,74.28
2018-04-08,Dogecoin,323884736,0.20
2018-04-08,Ethereum,39530561536,24.64
2018-04-09,Binance Coin,1379827584,0.88
2018-04-09,Bitcoin,114886336512,73.68
2018-04-09,Dogecoin,314807360,0.20
2018-04-09,Ethereum,39343017984,25.23
2018-04-10,Binance Coin,1399347968,0.88
2018-04-10,Bitcoin,115978362880,73.11
2018-04-10,Dogecoin,346737248,0.22
2018-04-10,Ethereum,40903131136,25.79
2018-04-11,Binance Coin,1421984000,0.87
2018-04-11,Bitcoin,118267199488,72.74
2018-04-11,Dogecoin,387108416,0.24
2018-04-11,Ethereum,42521042944,26.15
2018-04-12,Binance Coin,1505878400,0.82
2018-04-12,Bitcoin,133912616960,72.56
2018-04-12,Dogecoin,432950912,0.23
2018-04-12,Ethereum,48693846016,26.39
2018-04-13,Binance Coin,1573810048,0.85
2018-04-13,Bitcoin,134043000832,72.55
2018-04-13,Dogecoin,455430848,0.25
2018-04-13,Ethereum,48683659264,26.35
2018-04-14,Binance Coin,1539815168,0.82
2018-04-14,Bitcoin,135589388288,72.45
2018-04-14,Dogecoin,473228672,0.25
2018-04-14,Ethereum,49557725184,26.48
2018-04-15,Binance Coin,1489242368,0.76
2018-04-15,Bitcoin,141427130368,72.16
2018-04-15,Dogecoin,521261888,0.27
2018-04-15,Ethereum,52555419648,26.81
2018-04-16,Binance Coin,1392444160,0.74
2018-04-16,Bitcoin,136849408000,72.29
2018-04-16,Dogecoin,522843968,0.28
2018-04-16,Ethereum,50534187008,26.70
2018-04-17,Binance Coin,1342197504,0.72
2018-04-17,Bitcoin,134206619648,72.22
2018-04-17,Dogecoin,541044672,0.29
2018-04-17,Ethereum,49728520192,26.76
2018-04-18,Binance Coin,1399936640,0.73
2018-04-18,Bitcoin,138661085184,72.00
2018-04-18,Dogecoin,617372160,0.32
2018-04-18,Ethereum,51904229376,26.95
2018-04-19,Binance Coin,1408706432,0.71
2018-04-19,Bitcoin,140902793216,70.75
2018-04-19,Dogecoin,664427328,0.33
2018-04-19,Ethereum,56178774016,28.21
2018-04-20,Binance Coin,1434092032,0.67
2018-04-20,Bitcoin,150287106048,70.45
2018-04-20,Dogecoin,672355904,0.32
2018-04-20,Ethereum,60922818560,28.56
2018-04-21,Binance Coin,1525689984,0.72
2018-04-21,Bitcoin,151150133248,70.89
2018-04-21,Dogecoin,617731968,0.29
2018-04-21,Ethereum,59913830400,28.10
2018-04-22,Binance Coin,1468384256,0.69
2018-04-22,Bitcoin,149585592320,70.15
2018-04-22,Dogecoin,632129664,0.30
2018-04-22,Ethereum,61556035584,28.87
2018-04-23,Binance Coin,1553846784,0.71
2018-04-23,Bitcoin,151784996864,69.76
2018-04-23,Dogecoin,625700608,0.29
2018-04-23,Ethereum,63617019904,29.24
2018-04-24,Binance Coin,1740954368,0.73
2018-04-24,Bitcoin,164833263616,69.44
2018-04-24,Dogecoin,662124928,0.28
2018-04-24,Ethereum,70127345664,29.54
2018-04-25,Binance Coin,1515711360,0.71
2018-04-25,Bitcoin,150369288192,70.46
2018-04-25,Dogecoin,581482880,0.27
2018-04-25,Ethereum,60955967488,28.56
2018-04-26,Binance Coin,1671115392,0.74
2018-04-26,Bitcoin,157793320960,69.89
2018-04-26,Dogecoin,642470080,0.28
2018-04-26,Ethereum,65663946752,29.08
2018-04-27,Binance Coin,1634109056,0.75
2018-04-27,Bitcoin,152802869248,69.72
2018-04-27,Dogecoin,619127872,0.28
2018-04-27,Ethereum,64114106368,29.25
2018-04-28,Binance Coin,1733438976,0.76
2018-04-28,Bitcoin,158963073024,69.40
2018-04-28,Dogecoin,611859904,0.27
2018-04-28,Ethereum,67759206400,29.58
2018-04-29,Binance Coin,1717028480,0.74
2018-04-29,Bitcoin,160182288384,69.40
2018-04-29,Dogecoin,623566080,0.27
2018-04-29,Ethereum,68289155072,29.59
2018-04-30,Binance Coin,1632170368,0.72
2018-04-30,Bitcoin,157163847680,69.60
2018-04-30,Dogecoin,595237184,0.26
2018-04-30,Ethereum,66423713792,29.42
2018-05-01,Binance Coin,1615315072,0.72
2018-05-01,Bitcoin,155114127360,69.21
2018-05-01,Dogecoin,587750720,0.26
2018-05-01,Ethereum,66803232768,29.81
2018-05-02,Binance Coin,1643243776,0.72
2018-05-02,Bitcoin,157119856640,69.06
2018-05-02,Dogecoin,602519232,0.26
2018-05-02,Ethereum,68159979520,29.96
2018-05-03,Binance Coin,1671001344,0.68
2018-05-03,Bitcoin,165778374656,67.54
2018-05-03,Dogecoin,644659840,0.26
2018-05-03,Ethereum,77340835840,31.51
2018-05-04,Binance Coin,1634154624,0.67
2018-05-04,Bitcoin,165062803456,67.30
2018-05-04,Dogecoin,602168768,0.25
2018-05-04,Ethereum,77960306688,31.79
2018-05-05,Binance Coin,1638625024,0.65
2018-05-05,Bitcoin,167759953920,66.84
2018-05-05,Dogecoin,592172160,0.24
2018-05-05,Ethereum,81003446272,32.27
2018-05-06,Binance Coin,1590032128,0.65
2018-05-06,Bitcoin,164316610560,67.03
2018-05-06,Dogecoin,568134208,0.23
2018-05-06,Ethereum,78656659456,32.09
2018-05-07,Binance Coin,1562650752,0.66
2018-05-07,Bitcoin,159538118656,67.46
2018-05-07,Dogecoin,550808704,0.23
2018-05-07,Ethereum,74841653248,31.65
2018-05-08,Binance Coin,1542864640,0.66
2018-05-08,Bitcoin,157202137088,67.15
2018-05-08,Dogecoin,606410304,0.26
2018-05-08,Ethereum,74770817024,31.94
2018-05-09,Binance Coin,1671868160,0.71
2018-05-09,Bitcoin,158758862848,67.34
2018-05-09,Dogecoin,582406976,0.25
2018-05-09,Ethereum,74728439808,31.70
2018-05-10,Binance Coin,1575868160,0.69
2018-05-10,Bitcoin,153988448256,67.43
2018-05-10,Dogecoin,557000640,0.24
2018-05-10,Ethereum,72260116480,31.64
2018-05-11,Binance Coin,1481841152,0.69
2018-05-11,Bitcoin,143743795200,67.40
2018-05-11,Dogecoin,498921344,0.23
2018-05-11,Ethereum,67535704064,31.67
2018-05-12,Binance Coin,1476139008,0.69
2018-05-12,Bitcoin,144841048064,67.36
2018-05-12,Dogecoin,511781760,0.24
2018-05-12,Ethereum,68192026624,31.71
2018-05-13,Binance Coin,1496073472,0.67
2018-05-13,Bitcoin,148587773952,66.48
2018-05-13,Dogecoin,495286560,0.22
2018-05-13,Ethereum,72923275264,32.63
2018-05-14,Binance Coin,1467791232,0.66
2018-05-14,Bitcoin,148480278528,66.55
2018-05-14,Dogecoin,510361312,0.23
2018-05-14,Ethereum,72645181440,32.56
2018-05-15,Binance Coin,1433248128,0.66
2018-05-15,Bitcoin,144979738624,66.68
2018-05-15,Dogecoin,516726432,0.24
2018-05-15,Ethereum,70504112128,32.43
2018-05-16,Binance Coin,1398203264,0.65
2018-05-16,Bitcoin,142587494400,66.37
2018-05-16,Dogecoin,501944864,0.23
2018-05-16,Ethereum,70337445888,32.74
2018-05-17,Binance Coin,1421524736,0.69
2018-05-17,Bitcoin,137923772416,66.71
2018-05-17,Dogecoin,479446688,0.23
2018-05-17,Ethereum,66929938432,32.37
2018-05-18,Binance Coin,1726060544,0.81
2018-05-18,Bitcoin,140607668224,66.36
2018-05-18,Dogecoin,459919200,0.22
2018-05-18,Ethereum,69104459776,32.61
2018-05-19,Binance Coin,1624598016,0.77
2018-05-19,Bitcoin,140559155200,66.30
2018-05-19,Dogecoin,490735456,0.23
2018-05-19,Ethereum,69334147072,32.70
2018-05-20,Binance Coin,1610012160,0.74
2018-05-20,Bitcoin,145109516288,66.43
2018-05-20,Dogecoin,506485152,0.23
2018-05-20,Ethereum,71224213504,32.60
2018-05-21,Binance Coin,1678950144,0.78
2018-05-21,Bitcoin,143518941184,66.65
2018-05-21,Dogecoin,489159648,0.23
2018-05-21,Ethereum,69631033344,32.34
2018-05-22,Binance Coin,1588082048,0.78
2018-05-22,Bitcoin,137104105472,67.32
2018-05-22,Dogecoin,441124256,0.22
2018-05-22,Ethereum,64517664768,31.68
2018-05-23,Binance Coin,1439908096,0.76
2018-05-23,Bitcoin,128868483072,68.24
2018-05-23,Dogecoin,411345536,0.22
2018-05-23,Ethereum,58139668480,30.78
2018-05-24,Binance Coin,1482571008,0.78
2018-05-24,Bitcoin,129385390080,67.66
2018-05-24,Dogecoin,400915456,0.21
2018-05-24,Ethereum,59962093568,31.36
2018-05-25,Binance Coin,1483449088,0.79
2018-05-25,Bitcoin,127573688320,67.88
2018-05-25,Dogecoin,402683936,0.21
2018-05-25,Ethereum,58477441024,31.12
2018-05-26,Binance Coin,1455064192,0.78
2018-05-26,Bitcoin,125469065216,67.51
2018-05-26,Dogecoin,396818048,0.21
2018-05-26,Ethereum,58544017408,31.50
2018-05-27,Binance Coin,1437581696,0.78
2018-05-27,Bitcoin,125695016960,68.08
2018-05-27,Dogecoin,392428896,0.21
2018-05-27,Ethereum,57099071488,30.93
2018-05-28,Binance Coin,1356441344,0.78
2018-05-28,Bitcoin,121747390464,69.60
2018-05-28,Dogecoin,369745376,0.21
2018-05-28,Ethereum,51463147520,29.42
2018-05-29,Binance Coin,1433692928,0.77
2018-05-29,Bitcoin,127502647296,68.65
2018-05-29,Dogecoin,393979520,0.21
2018-05-29,Ethereum,56396587008,30.37
2018-05-30,Binance Coin,1433601664,0.78
2018-05-30,Bitcoin,126391894016,68.68
2018-05-30,Dogecoin,384506688,0.21
2018-05-30,Ethereum,55829811200,30.34
2018-05-31,Binance Coin,1618268672,0.86
2018-05-31,Bitcoin,127902998528,68.20
2018-05-31,Dogecoin,389661088,0.21
2018-05-31,Ethereum,57643139072,30.73
2018-06-01,Binance Coin,1624039168,0.86
2018-06-01,Bitcoin,128725852160,68.24
2018-06-01,Dogecoin,392591616,0.21
2018-06-01,Ethereum,57894350848,30.69
2018-06-02,Binance Coin,1674091904,0.87
2018-06-02,Bitcoin,130481528832,68.09
2018-06-02,Dogecoin,408089280,0.21
2018-06-02,Ethereum,59080880128,30.83
2018-06-03,Binance Coin,1661125376,0.85
2018-06-03,Bitcoin,131808018432,67.38
2018-06-03,Dogecoin,423325472,0.22
2018-06-03,Ethereum,61740822528,31.56
2018-06-04,Binance Coin,1626354304,0.86
2018-06-04,Bitcoin,128312205312,67.69
2018-06-04,Dogecoin,405239488,0.21
2018-06-04,Ethereum,59222872064,31.24
2018-06-05,Binance Coin,1778964352,0.92
2018-06-05,Bitcoin,130365915136,67.40
2018-06-05,Dogecoin,419254912,0.22
2018-06-05,Ethereum,60864978944,31.47
2018-06-06,Binance Coin,1966927104,1.01
2018-06-06,Bitcoin,130725093376,67.46
2018-06-06,Dogecoin,434554176,0.22
2018-06-06,Ethereum,60659843072,31.30
2018-06-07,Binance Coin,1854664960,0.96
2018-06-07,Bitcoin,131153166336,67.63
2018-06-07,Dogecoin,428293536,0.22
2018-06-07,Ethereum,60478877696,31.19
2018-06-08,Binance Coin,1855885184,0.96
2018-06-08,Bitcoin,130256216064,67.63
2018-06-08,Dogecoin,419946816,0.22
2018-06-08,Ethereum,60080607232,31.19
2018-06-09,Binance Coin,1820463872,0.95
2018-06-09,Bitcoin,128682082304,67.49
2018-06-09,Dogecoin,412504960,0.22
2018-06-09,Ethereum,59741700096,31.33
2018-06-10,Binance Coin,1617584512,0.95
2018-06-10,Bitcoin,115948314624,67.97
2018-06-10,Dogecoin,365371616,0.21
2018-06-10,Ethereum,52645883904,30.86
2018-06-11,Binance Coin,1754354176,1.01
2018-06-11,Bitcoin,118025879552,68.03
2018-06-11,Dogecoin,371367936,0.21
2018-06-11,Ethereum,53337464832,30.74
2018-06-12,Binance Coin,1736415488,1.06
2018-06-12,Bitcoin,112491872256,68.47
2018-06-12,Dogecoin,354758112,0.22
2018-06-12,Ethereum,49702985728,30.25
2018-06-13,Binance Coin,1663759744,1.05
2018-06-13,Bitcoin,108530589696,68.56
2018-06-13,Dogecoin,323516480,0.20
2018-06-13,Ethereum,47777148928,30.18
2018-06-14,Binance Coin,1698679168,1.01
2018-06-14,Bitcoin,114106007552,67.86
2018-06-14,Dogecoin,338168608,0.20
2018-06-14,Ethereum,52015067136,30.93
2018-06-15,Binance Coin,1716104704,1.06
2018-06-15,Bitcoin,110378704896,68.31
2018-06-15,Dogecoin,333264832,0.21
2018-06-15,Ethereum,49149083648,30.42
2018-06-16,Binance Coin,1802901504,1.10
2018-06-16,Bitcoin,111992012800,68.22
2018-06-16,Dogecoin,332593568,0.20
2018-06-16,Ethereum,50024017920,30.47
2018-06-17,Binance Coin,1890667776,1.16
2018-06-17,Bitcoin,111134752768,67.98
2018-06-17,Dogecoin,330081696,0.20
2018-06-17,Ethereum,50114920448,30.66
2018-06-18,Binance Coin,1924982784,1.14
2018-06-18,Bitcoin,115176194048,67.98
2018-06-18,Dogecoin,347923936,0.21
2018-06-18,Ethereum,51972517888,30.68
2018-06-19,Binance Coin,1904443904,1.11
2018-06-19,Bitcoin,115789922304,67.34
2018-06-19,Dogecoin,348638112,0.20
2018-06-19,Ethereum,53893189632,31.34
2018-06-20,Binance Coin,1831719808,1.07
2018-06-20,Bitcoin,115916357632,67.46
2018-06-20,Dogecoin,347206144,0.20
2018-06-20,Ethereum,53735034880,31.27
2018-06-21,Binance Coin,1944780288,1.14
2018-06-21,Bitcoin,115129696256,67.62
2018-06-21,Dogecoin,343481920,0.20
2018-06-21,Ethereum,52853919744,31.04
2018-06-22,Binance Coin,1778348416,1.16
2018-06-22,Bitcoin,104088813568,68.09
2018-06-22,Dogecoin,306702240,0.20
2018-06-22,Ethereum,46694858752,30.55
